Id,Probability
1104,0.009000026
1105,0.03140449
1106,0.101334006
1107,0.026094321
1108,0.17641583
1109,0.046274796
1110,0.030212102
1111,0.004865254
1112,0.0068807495
1113,0.009960226
1114,0.0138108255
1115,0.0070501864
1116,0.014145423
1117,0.04030701
1118,0.16336092
1119,0.013306385
1120,0.019412203
1121,0.019573309
1122,0.0029987409
1123,0.022389755
1124,0.19287017
1125,0.012276588
1126,0.10653098
1127,0.011657027
1128,0.43440494
1129,0.02976295
1130,0.015214819
1131,0.0061825686
1132,0.24601193
1133,0.037212837
1134,0.06031442
1135,0.23006631
1136,0.039474763
1137,0.0061848015
1138,0.013932475
1139,0.022472896
1140,0.0047553442
1141,0.008343587
1142,0.009525324
1143,0.09155048
1144,0.42379498
1145,0.0482796
1146,0.04280283
1147,0.06963937
1148,0.020763498
1149,0.016197575
1150,0.011233782
1151,0.015880877
1152,0.056849584
1153,0.007508239
1154,0.010632478
1155,0.08758089
1156,0.05009785
1157,0.47684482
1158,0.80139893
1159,0.017474048
1160,0.005045625
1161,0.18326703
1162,0.037880957
1163,0.04503505
1164,0.08730199
1165,0.06540753
1166,0.019049585
1167,0.060304925
1168,0.0086155515
1169,0.0054116356
1170,0.020016454
1171,0.36278468
1172,0.016159013
1173,0.014096539
1174,0.013379366
1175,0.040890705
1176,0.44935694
1177,0.4677309
1178,0.31639543
1179,0.02853269
1180,0.09355365
1181,0.44171873
1182,0.024785947
1183,0.061779883
1184,0.16930674
1185,0.054566633
1186,0.054753277
1187,0.06508038
1188,0.7068151
1189,0.068253
1190,0.003564673
1191,0.37015328
1192,0.005063317
1193,0.60248244
1194,0.09578552
1195,0.08986975
1196,0.0043177805
1197,0.012086491
1198,0.009996827
1199,0.24083811
1200,0.031847894
1201,0.039313886
1202,0.0021225258
1203,0.00257424
1204,0.0043543745
1205,0.012631151
1206,0.008696844
1207,0.5367463
1208,0.027915426
1209,0.104046136
1210,0.014720784
1211,0.047118954
1212,0.06601371
1213,0.0024868066
1214,0.00618742
1215,0.85884476
1216,0.008174198
1217,0.09132711
1218,0.0066704606
1219,0.07140706
1220,0.015507119
1221,0.03310645
1222,0.043954194
1223,0.05795429
1224,0.004156356
1225,0.075974725
1226,0.0045098118
1227,0.0030143044
1228,0.08553814
1229,0.26633596
1230,0.6534957
1231,0.021258116
1232,0.12642069
1233,0.01959043
1234,0.5821838
1235,0.90272856
1236,0.006798858
1237,0.070646174
1238,0.60200226
1239,0.032240108
1240,0.01868136
1241,0.006220895
1242,0.027389145
1243,0.0053817313
1244,0.027719397
1245,0.041525654
1246,0.26250267
1247,0.027470825
1248,0.0017767111
1249,0.19030985
1250,0.009194476
1251,0.33091947
1252,0.043130014
1253,0.02010674
1254,0.16931108
1255,0.012405078
1256,0.048432946
1257,0.013725579
1258,0.011325141
1259,0.028258197
1260,0.25872564
1261,0.0132521335
1262,0.050064865
1263,0.06999237
1264,0.00766306
1265,0.0036784322
1266,0.01426445
1267,0.04426245
1268,0.0691027
1269,0.024396904
1270,0.051310625
1271,0.005436199
1272,0.24630308
1273,0.24056496
1274,0.07825687
1275,0.065432765
1276,0.29832357
1277,0.026193315
1278,0.23348425
1279,0.064653635
1280,0.008485689
1281,0.20321783
1282,0.006407706
1283,0.049119473
1284,0.037503894
1285,0.013048598
1286,0.017460939
1287,0.015134381
1288,0.103495836
1289,0.0134848915
1290,0.036331814
1291,0.025748363
1292,0.15021391
1293,0.026322022
1294,0.6492422
1295,0.019608987
1296,0.0074281897
1297,0.021859266
1298,0.0024825707
1299,0.0046346122
1300,0.118549496
1301,0.019254724
1302,0.02607462
1303,0.28815562
1304,0.061385237
1305,0.005218975
1306,0.0033293287
1307,0.15998185
1308,0.01222262
1309,0.015649768
1310,0.042039845
1311,0.0022017404
1312,0.00700346
1313,0.097257644
1314,0.012348411
1315,0.0714507
1316,0.013295651
1317,0.53992665
1318,0.01428748
1319,0.020025384
1320,0.004947425
1321,0.0036395644
1322,0.034926977
1323,0.07755251
1324,0.018802864
1325,0.05396088
1326,0.009461747
1327,0.03009642
1328,0.03721217
1329,0.12556212
1330,0.011182059
1331,0.024382517
1332,0.00866955
1333,0.01530325
1334,0.018672276
1335,0.08349819
1336,0.051295884
1337,0.01486582
1338,0.027975105
1339,0.098984025
1340,0.017376332
1341,0.009657179
1342,0.010404376
1343,0.012079906
1344,0.015393429
1345,0.008850057
1346,0.012301702
1347,0.06251753
1348,0.10414977
1349,0.058706596
1350,0.009885258
1351,0.029005295
1352,0.03278253
1353,0.0031023622
1354,0.048963364
1355,0.0034245115
1356,0.014206857
1357,0.09139462
1358,0.011339225
1359,0.018544447
1360,0.00188341
1361,0.1881825
1362,0.0042464538
1363,0.0042295125
1364,0.031991556
1365,0.07276379
1366,0.008358545
1367,0.008539836
1368,0.121525645
1369,0.65422744
1370,0.0052400543
1371,0.10816418
1372,0.011397285
1373,0.025441462
1374,0.06871378
1375,0.1760242
1376,0.012447778
1377,0.13329849
1378,0.0065053054
1379,0.054217216
1380,0.0053083943
1381,0.102989554
1382,0.08624814
1383,0.037019856
1384,0.0052229147
1385,0.008088418
1386,0.004252311
1387,0.028341256
1388,0.034636047
1389,0.048663743
1390,0.098047666
1391,0.019913947
1392,0.01985065
1393,0.028384596
1394,0.103572026
1395,0.024460873
1396,0.060295492
1397,0.046546653
1398,0.014033879
1399,0.049782246
1400,0.034227155
1401,0.027319973
1402,0.0053759404
1403,0.005526636
1404,0.055492215
1405,0.0087775905
1406,0.012302166
1407,0.017850226
1408,0.020254884
1409,0.02330247
1410,0.010231271
1411,0.016126424
1412,0.0067751426
1413,0.01428758
1414,0.020527212
1415,0.008894647
1416,0.015390973
1417,0.054403134
1418,0.0019022506
1419,0.75335765
1420,0.023920996
1421,0.018832373
1422,0.091590956
1423,0.0018174822
1424,0.03853136
1425,0.0062643876
1426,0.010606822
1427,0.015979338
1428,0.017160488
1429,0.018250026
1430,0.013056331
1431,0.11428539
1432,0.005297144
1433,0.021809958
1434,0.009216186
1435,0.006128779
1436,0.38551202
1437,0.025535747
1438,0.005973599
1439,0.019340975
1440,0.47359642
1441,0.010602179
1442,0.02760747
1443,0.009394364
1444,0.01527039
1445,0.003773156
1446,0.26730242
1447,0.22164859
1448,0.020014653
1449,0.026420467
1450,0.006748866
1451,0.104530334
1452,0.006410184
1453,0.00923136
1454,0.0038911097
1455,0.032396704
1456,0.20298256
1457,0.01723932
1458,0.005951766
1459,0.0072964444
1460,0.041261043
1461,0.017187377
1462,0.012972035
1463,0.17881627
1464,0.008948055
1465,0.009791427
1466,0.018617755
1467,0.09313015
1468,0.0072007286
1469,0.077059165
1470,0.0066893264
1471,0.3654612
1472,0.0018742194
1473,0.033534784
1474,0.011788038
1475,0.52140635
1476,0.26942053
1477,0.02620749
1478,0.0042224852
1479,0.16835098
1480,0.0151190795
1481,0.00898946
1482,0.034128975
1483,0.007849147
1484,0.0075128954
1485,0.7456787
1486,0.589225
1487,0.04424224
1488,0.012214085
1489,0.07793987
1490,0.03162215
1491,0.0397613
1492,0.022573676
1493,0.014783234
1494,0.031646542
1495,0.13936736
1496,0.011820025
1497,0.0071240794
1498,0.15148056
1499,0.03591464
1500,0.0066216625
1501,0.117758594
1502,0.043891046
1503,0.07763305
1504,0.04444023
1505,0.0052472875
1506,0.040906362
1507,0.030771246
1508,0.032534536
1509,0.105601445
1510,0.020725114
1511,0.00345206
1512,0.01948138
1513,0.027847487
1514,0.015982188
1515,0.007387889
1516,0.0031449448
1517,0.23016803
1518,0.24541412
1519,0.018523796
1520,0.045753483
1521,0.061263226
1522,0.034415722
1523,0.0123558
1524,0.012378503
1525,0.050556418
1526,0.140847
1527,0.047323816
1528,0.042062245
1529,0.022349987
1530,0.040416077
1531,0.012880253
1532,0.09031762
1533,0.3693651
1534,0.057167675
1535,0.006881701
1536,0.012422837
1537,0.6334998
1538,0.009264564
1539,0.009298809
1540,0.0057637403
1541,0.23884775
1542,0.0031696772
1543,0.015183095
1544,0.02477388
1545,0.028065689
1546,0.0031024902
1547,0.100405954
1548,0.031330653
1549,0.10215978
1550,0.012455077
1551,0.008992119
1552,0.01018527
1553,0.1804343
1554,0.01761744
1555,0.6114755
1556,0.011207421
1557,0.004497045
1558,0.44040477
1559,0.10920758
1560,0.1181989
1561,0.014794573
1562,0.007437654
1563,0.053999618
1564,0.011323107
1565,0.0149851935
1566,0.009430555
1567,0.0031250701
1568,0.003011175
1569,0.034568325
1570,0.322665
1571,0.014237268
1572,0.017583627
1573,0.025179878
1574,0.0036269394
1575,0.01661011
1576,0.02629788
1577,0.0033696601
1578,0.019802492
1579,0.0060873064
1580,0.015308424
1581,0.004507081
1582,0.010686103
1583,0.004013237
1584,0.001783555
1585,0.009148743
1586,0.19586304
1587,0.14925312
1588,0.27012303
1589,0.005645018
1590,0.005875225
1591,0.035278335
1592,0.0060623474
1593,0.004620494
1594,0.24405126
1595,0.23256199
1596,0.014412433
1597,0.0059139165
1598,0.007347944
1599,0.025289493
1600,0.0044934796
1601,0.0044482234
1602,0.006364249
1603,0.086733036
1604,0.0073446934
1605,0.0077933064
1606,0.04361117
1607,0.026455862
1608,0.03295064
1609,0.018150179
1610,0.005931794
1611,0.029658157
1612,0.15077077
1613,0.030866245
1614,0.12429739
1615,0.019519284
1616,0.9215146
1617,0.6672975
1618,0.024421971
1619,0.11591509
1620,0.45802987
1621,0.5876536
1622,0.033201627
1623,0.69757926
1624,0.03458682
1625,0.0027707957
1626,0.0062295967
1627,0.014707993
1628,0.013164025
1629,0.014112193
1630,0.005632743
1631,0.0063144783
1632,0.27423456
1633,0.12625924
1634,0.013919484
1635,0.013335809
1636,0.03087068
1637,0.017096909
1638,0.012125394
